dst_port,flow_duration,total_fwd_packet,total_bwd_packets,total_length_of_fwd_packet,total_length_of_bwd_packet,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,bwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,packet_length_min,packet_length_max,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,cwr_flag_count,ece_flag_count,down/up_ratio,average_packet_size,fwd_segment_size_avg,bwd_segment_size_avg,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,fwd_init_win_bytes,bwd_init_win_bytes,fwd_act_data_pkts,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
0,119995919,253,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11673865342,474292.16996,297879.128519,1546310.0,8.0,119606205.0,474627.797619,298423.987123,1546310.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.10840503667,0.00833361674575,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,253,0,1,0,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,113127375,53,40,9407.0,19514.0,1070.0,0.0,177.490566038,261.802745963,5818.0,0.0,487.85,972.079994334,255.64988138400005,0.82208218833,1229645.38043,3151371.52887,10186730.0,11.0,112999479.0,2173066.90385,3980037.61995,10249701.0,152.0,113127375.0,2900701.92308,4380438.621719999,10249711.0,174.0,0,1096,832,0.468498451414,0.353583736916,0.0,5818.0,307.670212766,677.663480864,459227.79329700005,0,1,0,0,0,0,0,0.0,310.978494624,177.490566038,487.85,53,9407,40,19514,-1,1012,20,1144276.8,2326266.15192,6463010.0,62887.0,10162164.2,33304.4992116,10186730.0,10084310.0,benign
443,116050965,25,18,1346.0,4492.0,517.0,0.0,53.84,119.782678214,3292.0,0.0,249.555555556,772.294154735,50.30548431890001,0.370526862918,2763118.21429,11162135.7109,58373063.0,5.0,116023675.0,4834319.791669999,14548405.827,58373063.0,17.0,116050952.0,6826526.58824,17035112.65,58400618.0,17.0,0,800,592,0.215422594719,0.155104268198,0.0,3292.0,132.681818182,503.538076098,253550.59408,0,1,0,0,0,0,0,0.0,135.76744186,53.84,249.555555556,25,1346,18,4492,-1,126,9,378441.5,702057.674757,1431528.0,27328.0,28627439.5,26770301.0228,58373063.0,5992001.0,benign
443,115623104,26,16,1803.0,6187.0,517.0,0.0,69.3461538462,118.990064226,3245.0,0.0,386.6875,840.79634623,69.10383585619999,0.363249199745,2820075.70732,10501974.7777,58351350.0,7.0,115565444.0,4622617.76,13234278.1205,58351350.0,27.0,115623093.0,7708206.2,16604553.4549,58410728.0,29.0,0,832,528,0.224868552223,0.138380647522,0.0,3245.0,185.813953488,534.318803347,285496.58361,0,1,0,0,0,0,0,0.0,190.238095238,69.3461538462,386.6875,26,1803,16,6187,-1,16384,12,780348.6,1280580.17758,3014508.0,57619.0,22332730.6,23671676.7112,58351350.0,5961057.0,benign
443,116064948,22,22,1257.0,4831.0,517.0,0.0,57.136363636400006,119.284891254,3845.0,0.0,219.590909091,814.651526967,52.4533901484,0.379098089115,2699184.83721,11113183.2213,58239743.0,6.0,116024804.0,5524990.666669999,15602253.5962,58319099.0,22.0,116064860.0,5526898.09524,15601779.8053,58279788.0,9.0,0,704,720,0.189549044557,0.189549044557,0.0,3845.0,135.288888889,574.943302431,330559.80101,0,1,0,0,0,0,0,1.0,138.363636364,57.136363636400006,219.590909091,22,1257,22,4831,-1,70,9,172041.25,262448.66777600005,565713.0,40160.0,28834172.75,26924028.9352,58239743.0,5979244.0,benign
443,115594130,21,14,1365.0,3882.0,517.0,0.0,65.0,124.896357033,2660.0,0.0,277.285714286,701.209332135,45.3915782748,0.302783540998,3399827.35294,12135615.4133,58360630.0,8.0,115541153.0,5777057.65,15535343.6773,58360630.0,39.0,115594117.0,8891855.15385,18791395.334000003,58413804.0,67.0,0,420,312,0.181670124599,0.121113416399,0.0,2660.0,145.75,450.536465941,202983.107143,0,1,0,0,0,0,0,0.0,149.914285714,65.0,277.285714286,21,1365,14,3882,-1,66,10,785005.5,1463843.66857,2980771.0,52998.0,28100269.25,26401664.9335,58360630.0,5966351.0,benign
443,116090193,25,17,1555.0,5713.0,517.0,0.0,62.2,112.508147853,4515.0,0.0,336.058823529,1081.09813792,62.6064942454,0.36178766625,2831468.12195,10505083.806,58508861.0,6.0,116026846.0,4834451.916669999,13484984.7028,58508861.0,24.0,116090180.0,7255636.25,16167996.6916,58620977.0,34.0,0,800,560,0.215349801339,0.146437864911,0.0,4515.0,169.023255814,686.473545024,471245.928018,0,1,0,0,0,0,0,0.0,173.047619048,62.2,336.058823529,25,1555,17,5713,-1,118,12,886412.2,1408935.10465,3317487.0,63948.0,22318794.4,23706453.7258,58508861.0,5955374.0,benign
443,118574155,20,14,1260.0,7521.0,517.0,0.0,63.0,121.814354007,6707.0,0.0,537.214285714,1779.78145497,74.0549236889,0.28674039465,3593156.21212,12461856.1583,58085736.0,5.0,118560366.0,6240019.26316,16095407.8574,58149002.0,526.0,118574139.0,9121087.61538,18976936.8673,58099538.0,7.0,0,640,464,0.168670820382,0.118069574268,0.0,6707.0,250.885714286,1129.52050658,1275816.57479,0,1,0,0,0,0,0,0.0,258.264705882,63.0,537.214285714,20,1260,14,7521,-1,61,10,267651.6,541599.124055,1235887.0,13809.0,23444401.0,25724107.3536,58085736.0,5000819.0,benign
443,119585069,22,18,1391.0,7294.0,517.0,0.0,63.2272727273,117.780640263,5866.0,0.0,405.222222222,1369.62887011,72.626123584,0.334489918637,3066283.82051,10857736.698,58217620.0,6.0,119578000.0,5694190.47619,14431948.4951,58217620.0,87.0,119585058.0,7034415.176469999,15827148.0068,58224780.0,10.0,0,704,592,0.18396945525,0.150520463387,0.0,5866.0,211.829268293,913.581356597,834630.895122,0,1,0,0,0,0,0,0.0,217.125,63.2272727273,405.222222222,22,1391,18,7294,-1,126,11,38114.8333333,48947.2618536,115168.0,7098.0,19891541.3333,22237224.956,58217620.0,5009185.0,benign
443,118831071,30,21,1658.0,6199.0,517.0,0.0,55.2666666667,106.15406284,3501.0,0.0,295.19047619,765.22504004,66.1190708279,0.429180681204,2376621.42,9591145.72106,58994483.0,6.0,118789513.0,4096190.10345,12397217.3412,58994483.0,19.0,118831057.0,5941552.85,14678457.2984,59035781.0,14.0,0,960,688,0.252459224238,0.176721456966,0.0,3501.0,151.096153846,500.441658256,250441.853318,0,1,0,0,0,0,0,0.0,154.058823529,55.2666666667,295.19047619,30,1658,21,6199,-1,118,13,220807.333333,278324.292302,602704.0,41225.0,19577483.5,22315471.3427,58994483.0,5977581.0,benign
443,60664948,16,13,972.0,5149.0,517.0,0.0,60.75,144.656144011,4096.0,0.0,396.076923077,1128.7907587000002,100.898462816,0.4780355206109999,2166605.28571,4176832.40048,10236634.0,13.0,60601787.0,4040119.13333,5098731.55319,10299695.0,64.0,60664704.0,5055392.0,5241514.71822,10299742.0,166.0,0,512,432,0.263743735509,0.214291785101,0.0,4096.0,204.033333333,753.233603153,567360.86092,0,1,0,0,0,0,0,0.0,211.068965517,60.75,396.076923077,16,972,13,5149,-1,123,4,95653.0,79709.83576449999,258360.0,63061.0,10015131.0,354225.906864,10236634.0,9310379.0,benign
443,60282161,14,13,993.0,5342.0,517.0,0.0,70.9285714286,155.774721108,4096.0,0.0,410.92307692300005,1128.53426041,105.089132422,0.447893697772,2318544.65385,4289520.0303,10198357.0,10.0,60238472.0,4633728.61538,5202608.330630001,10239762.0,57.0,60281962.0,5023496.833330001,5232777.33122,10239853.0,102.0,0,448,432,0.232241176623,0.2156525211499999,0.0,4096.0,226.25,780.095417953,608548.861111,0,1,0,0,0,0,0,0.0,234.62962963,70.9285714286,410.92307692300005,14,993,13,5342,-1,122,4,58057.6666667,39844.4753142,139368.0,41244.0,9988936.0,464531.700377,10198357.0,9044181.0,benign
443,61334096,17,13,1518.0,4372.0,517.0,0.0,89.2941176471,177.656186462,3071.0,0.0,336.307692308,852.660481925,96.0314145659,0.489124352628,2114968.8275900004,4123291.42523,10197926.0,12.0,61292361.0,3830772.5625,5001082.9422,10239749.0,61.0,61333886.0,5111157.166669999,5192477.7317,10239796.0,1768.0,0,544,432,0.277170466489,0.211953886139,0.0,3071.0,190.0,569.0967111719999,323871.066667,0,1,0,0,0,0,0,0.0,196.333333333,89.2941176471,336.307692308,17,1518,13,4372,-1,118,5,181034.0,341059.11933200003,877218.0,41695.0,10041280.3333,277836.045947,10197926.0,9491063.0,benign
443,65330374,32,37,3492.0,1698.0,882.0,0.0,109.125,218.438852446,443.0,0.0,45.8918918919,90.3812246308,79.44237392550001,1.05617028918,960740.794118,3209407.88865,19412521.0,3.0,65287922.0,2106062.0,4548652.38847,19466018.0,26.0,65330374.0,1814732.61111,4266286.99823,19426414.0,3.0,1,1024,1184,0.489818105128,0.566352184055,0.0,882.0,80.4714285714,169.192431515,28626.078882,0,0,0,1,1,0,0,1.0,81.63768115939999,109.125,45.8918918919,32,3492,37,1698,-1,1050,18,2988687.2,2658972.42092,5258863.0,94471.0,10074566.6,6773209.10548,19412521.0,5016102.0,benign
443,307,2,1,24.0,39.0,24.0,0.0,12.0,16.9705627485,39.0,39.0,39.0,0.0,205211.726384,9771.98697068,153.5,144.95689014299998,256.0,51.0,51.0,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,1,64,32,6514.65798046,3257.32899023,0.0,39.0,25.5,18.4119526395,339.0,0,0,0,1,1,0,0,0.0,34.0,12.0,39.0,2,24,1,39,-1,4139,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,119754427,25,26,2319.0,5960.0,517.0,0.0,92.76,179.599387527,3318.0,0.0,229.230769231,673.01698687,69.13314361229999,0.4258715212259999,2395088.54,4224941.63507,10243936.0,8.0,119693613.0,4987233.875,4979708.90755,10243936.0,28.0,119754427.0,4790177.08,4979548.2341,10274429.0,32.0,0,800,848,0.20876054962,0.217110971605,0.0,3318.0,159.21153846200002,492.31650653800006,242375.54260900003,0,1,0,0,0,0,0,1.0,162.33333333299998,92.76,229.230769231,25,2319,26,5960,-1,16919,6,674515.2727270001,1457026.13074,4162474.0,30376.0,10209486.5455,15034.6791809,10243936.0,10177009.0,benign
443,119714832,25,25,2183.0,8006.0,517.0,0.0,87.32,168.999684418,4096.0,0.0,320.24,855.155847395,85.11059013970001,0.4176591919699999,2443159.83673,4260869.8891900005,10224472.0,7.0,119683527.0,4986813.625,4978580.8997,10240071.0,26.0,119714832.0,4988118.0,4980597.883909999,10240092.0,31.0,0,800,816,0.2088295959849999,0.2088295959849999,0.0,4096.0,199.784313725,615.716113602,379106.332549,0,1,0,0,0,0,0,1.0,203.78,87.32,320.24,25,2183,25,8006,-1,269,6,671443.909091,1502694.73111,4426515.0,15478.0,10210291.9091,32553.1899833,10224472.0,10123680.0,benign
0,119999539,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000096042,59999769.5,235.466558135,59999936.0,59999603.0,59999936.0,59999936.0,0.0,59999936.0,59999936.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0166667306947,0.00833336534735,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0,-1,-1,0,0.0,0.0,0.0,0.0,59999769.5,235.466558135,59999936.0,59999603.0,benign
443,65937197,18,19,1327.0,7962.0,517.0,0.0,73.7222222222,161.304901481,4096.0,0.0,419.052631579,1020.49048521,140.876476748,0.561140019343,1831588.80556,3814980.27039,10169314.0,8.0,65866746.0,3874514.47059,4890343.82693,10239755.0,34.0,65937197.0,3663177.61111,4834130.84984,10239772.0,37.0,0,576,624,0.272987036437,0.288152982906,0.0,4096.0,244.447368421,741.641666858,550032.36202,0,1,0,0,0,0,0,1.0,251.054054054,73.7222222222,419.052631579,18,1327,19,7962,-1,246,4,214646.666667,353112.73609,935435.0,70372.0,10125457.0,68093.0841922,10169314.0,10026807.0,benign
443,71,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,338028.169014,28169.0140845,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32,32,14084.507042299998,14084.507042299998,0.0,24.0,16.0,13.8564064606,192.0,0,0,0,1,1,0,0,1.0,24.0,0.0,24.0,1,0,1,24,-1,413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,13922611,2,5,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,6.2,13.8636214605,2.22659384795,0.502779255989,2320435.16667,4107762.22927,10176624.0,17.0,3682913.0,3682913.0,0.0,3682913.0,3682913.0,13922611.0,3480652.75,4813111.22832,10239652.0,36.0,0,40,100,0.143651215997,0.359128039992,0.0,31.0,3.875,10.9601551084,120.125,0,0,0,0,1,0,0,2.0,4.42857142857,0.0,6.2,2,0,5,31,-1,1012,0,63055.0,0.0,63055.0,63055.0,10176624.0,0.0,10176624.0,10176624.0,benign
443,72,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,430555.555556,27777.7777778,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,20,13888.8888889,13888.8888889,0.0,31.0,20.6666666667,17.8978583449,320.333333333,0,0,0,1,1,0,0,1.0,31.0,0.0,31.0,1,0,1,31,-1,760,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,75348821,13,17,1126.0,6595.0,517.0,0.0,86.6153846154,186.843311566,5789.0,0.0,387.941176471,1398.08652587,102.470083772,0.398148233799,2598235.2069,4388428.62637,10204767.0,18.0,71631399.0,5969283.25,5215096.75897,10245368.0,231.0,75348821.0,4709301.3125,5074686.93132,10245362.0,21.0,0,416,560,0.1725309013129999,0.225617332486,0.0,5789.0,249.06451612900003,1039.65112531,1080874.46237,0,1,0,0,0,0,0,1.0,257.366666667,86.6153846154,387.941176471,13,1126,17,6595,-1,122,3,85043.85714289999,117615.1755,351770.0,40552.0,10153814.1429,82285.78576810002,10204767.0,9992113.0,benign
443,69,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,449275.362319,28985.5072464,69.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32,32,14492.7536232,14492.7536232,0.0,31.0,20.6666666667,17.8978583449,320.333333333,0,0,0,1,1,0,0,1.0,31.0,0.0,31.0,1,0,1,31,-1,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,45904964,18,9,399.0,414.0,46.0,0.0,22.1666666667,23.0657627614,46.0,46.0,46.0,0.0,17.7105029426,0.5881716844389999,1765575.53846,2709945.58992,6012993.0,11.0,45863671.0,2697863.0,2967619.1343400003,6012993.0,52.0,42312568.0,5289071.0,2120465.58674,6055583.0,41279.0,1,576,288,0.3921144562929999,0.196057228146,0.0,46.0,30.6785714286,21.6846994555,470.226190476,0,0,0,1,1,0,0,0.0,31.8148148148,22.1666666667,46.0,18,399,9,414,-1,126,9,41840.0,585.726329725,42764.0,41265.0,5996730.85714,13362.7570811,6012993.0,5978141.0,benign
35336,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166666.666667,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,32,83333.3333333,83333.3333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1,0,1,0,-1,126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,13609031,19,23,2285.0,4705.0,817.0,0.0,120.263157895,225.351538245,3508.0,0.0,204.565217391,730.705687929,513.629515577,3.0861859305,331927.585366,1204128.20307,5590409.0,10.0,13595151.0,755286.166667,1754698.56125,5590409.0,71.0,13609031.0,618592.318182,1617764.53868,5648239.0,10.0,0,608,752,1.3961317304700005,1.69005420004,0.0,3508.0,162.558139535,551.223241541,303847.062016,0,1,0,0,0,0,0,1.0,166.428571429,120.263157895,204.565217391,19,2285,23,4705,-1,257,12,1484296.5,2079491.44192,2954719.0,13874.0,5313233.0,391986.058364,5590409.0,5036057.0,benign
443,253,2,1,24.0,39.0,24.0,0.0,12.0,16.9705627485,39.0,39.0,39.0,0.0,249011.857708,11857.7075099,126.5,70.0035713375,176.0,77.0,77.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,1,64,32,7905.13833992,3952.56916996,0.0,39.0,25.5,18.4119526395,339.0,0,0,0,1,1,0,0,0.0,34.0,12.0,39.0,2,24,1,39,-1,328,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
67,119182520,87,1,25227.0,289.0,296.0,289.0,289.965517241,2.42778622417,289.0,289.0,289.0,0.0,214.091798025,0.7383633103239999,1369914.02299,1283110.73021,5661571.0,6387.0,118006003.0,1372162.82558,1290463.9076200002,5661571.0,6387.0,0.0,0.0,0.0,0.0,0.0,0,696,8,0.729972818162,0.0083904921627799,289.0,296.0,289.943820225,2.40434999041,5.7808988764,0,0,0,0,0,0,0,0.0,293.238636364,289.965517241,289.0,87,25227,1,289,-1,-1,87,21165201.5,4523447.77322,23437355.0,14380045.0,5633458.0,20965.8682784,5661571.0,5613114.0,benign
443,66926482,28,14,531.0,546.0,39.0,0.0,18.9642857143,19.5115960637,39.0,39.0,39.0,0.0,16.0922846654,0.627554276646,1632353.21951,2522430.04933,6005165.0,12.0,66901780.0,2477843.7037,2759466.50235,6005165.0,53.0,66080537.0,5083118.230769999,1592011.81196,6030077.0,24688.0,1,896,448,0.418369517764,0.209184758882,0.0,39.0,25.9534883721,18.3873060358,338.093023256,0,0,0,1,1,0,0,0.0,26.5714285714,18.9642857143,39.0,28,531,14,546,-1,134,14,24843.25,204.020108189,25405.0,24681.0,5479795.25,494914.06955600006,6005165.0,5005280.0,benign
443,48829397,20,19,445.0,721.0,46.0,0.0,22.25,23.0602757093,46.0,37.0,37.9473684211,2.01311489462,23.8790579372,0.798699193439,1284984.1315799998,2364764.07877,6009751.0,13.0,48789212.0,2567853.26316,2832039.05467,6009751.0,62.0,45978346.0,2554352.55556,2948137.32912,6049853.0,13.0,1,640,608,0.409589329969,0.3891098634699999,0.0,46.0,30.3,18.1379330516,328.984615385,0,0,0,1,1,0,0,0.0,31.0769230769,22.25,37.9473684211,20,445,19,721,-1,70,10,40231.5,138.228589145,40459.0,40122.0,5702029.125,448799.913175,6009751.0,5000729.0,benign
58424,117,1,2,0.0,39.0,0.0,0.0,0.0,0.0,39.0,0.0,19.5,27.5771644663,333333.333333,25641.025641,58.5,17.6776695297,71.0,46.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,71.0,71.0,1,32,52,8547.00854701,17094.017094,0.0,39.0,19.5,22.5166604984,507.0,0,0,0,1,1,0,0,2.0,26.0,0.0,19.5,1,0,2,39,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
48446,44,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.9203102168,704545.454545,68181.8181818,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,22.0,22.0,1,32,52,22727.2727273,45454.5454545,0.0,31.0,15.5,17.8978583449,320.333333333,0,0,0,1,1,0,0,2.0,20.6666666667,0.0,15.5,1,0,2,31,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,47818735,22,11,491.0,506.0,46.0,0.0,22.318181818200003,23.055598150100003,46.0,46.0,46.0,0.0,20.8495686889,0.690106084989,1494335.46875,2310928.6543900003,5665360.0,11.0,47804754.0,2276416.85714,2531655.78967,5665360.0,72.0,45952863.0,4595286.3,1622521.9983700002,5679283.0,13967.0,1,704,352,0.4600707233259999,0.2300353616629999,0.0,46.0,30.6764705882,21.6846833086,470.225490196,0,0,0,1,1,0,0,0.0,31.6060606061,22.318181818200003,46.0,22,491,11,506,-1,61,11,14527.6666667,1645.52932213,18911.0,13901.0,5089794.44444,216026.565318,5665360.0,5001877.0,benign
443,50848975,22,11,491.0,506.0,46.0,0.0,22.318181818200003,23.055598150100003,46.0,46.0,46.0,0.0,19.6070815587,0.648980633336,1589030.46875,2464595.79541,6002667.0,11.0,50821488.0,2420070.85714,2702863.53101,6002667.0,62.0,48996375.0,4899637.5,1772557.34253,6030062.0,27474.0,1,704,352,0.432653755558,0.216326877779,0.0,46.0,30.6764705882,21.6846833086,470.225490196,0,0,0,1,1,0,0,0.0,31.6060606061,22.318181818200003,46.0,22,491,11,506,-1,126,11,27414.6666667,51.9157972105,27487.0,27337.0,5413588.666669999,487596.69489,6002667.0,5002677.0,benign
40590,195,2,2,31.0,0.0,31.0,0.0,15.5,21.9203102168,0.0,0.0,0.0,0.0,158974.358974,20512.8205128,65.0,77.0908554888,154.0,19.0,41.0,41.0,0.0,41.0,41.0,173.0,173.0,0.0,173.0,173.0,0,64,52,10256.4102564,10256.4102564,0.0,31.0,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,1.0,7.75,15.5,0.0,2,31,2,0,-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
37192,47,2,2,31.0,0.0,31.0,0.0,15.5,21.9203102168,0.0,0.0,0.0,0.0,659574.4680850001,85106.3829787,15.6666666667,6.50640709865,22.0,9.0,31.0,31.0,0.0,31.0,31.0,25.0,25.0,0.0,25.0,25.0,0,64,52,42553.1914894,42553.1914894,0.0,31.0,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,1.0,7.75,15.5,0.0,2,31,2,0,-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,51857699,20,10,375.0,390.0,39.0,0.0,18.75,19.5121419688,39.0,39.0,39.0,0.0,14.7519079086,0.5785061924939999,1788196.5172400002,2703588.06625,6008599.0,13.0,51804544.0,2726554.94737,2945277.63535,6008599.0,53.0,48011529.0,5334614.333330001,1985124.19363,6061628.0,53141.0,1,400,200,0.385670794996,0.192835397498,0.0,39.0,25.935483871,18.3882851908,338.129032258,0,0,0,1,1,0,0,0.0,26.8,18.75,39.0,20,375,10,390,-1,66,10,53086.25,88.1471983187,53262.0,52990.0,5941734.625,143949.770647,6008599.0,5586472.0,benign
80,64027282,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2342751329039999,4573377.28571,5130678.8611,10241520.0,7012.0,53778617.0,8963102.83333,3127031.61631,10247419.0,2580084.0,61454210.0,8779172.857139999,3868104.49837,10248613.0,7145.0,0,224,256,0.109328395355,0.1249467375489999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,7,0,8,0,-1,130,0,7188.33333333,141.18592942200002,7449.0,7090.0,10234011.3333,6049.90031874,10241520.0,10224785.0,benign
443,64768668,8,8,31.0,0.0,31.0,0.0,3.875,10.9601551084,0.0,0.0,0.0,0.0,0.478626486498,0.247033025289,4317911.2,5017333.42847,10176841.0,79.0,54528981.0,7789854.428569999,4292926.11207,10239768.0,79.0,61501090.0,8785870.0,3846473.96257,10240204.0,62887.0,0,160,160,0.1235165126449999,0.1235165126449999,0.0,31.0,1.82352941176,7.518604376130001,56.5294117647,0,0,0,0,1,0,0,1.0,1.9375,3.875,0.0,8,31,8,0,-1,564,1,62984.0,207.310395301,63404.0,62862.0,10176704.8333,203.067886843,10176841.0,10176296.0,benign
443,53998844,7,7,31.0,0.0,31.0,0.0,4.42857142857,11.7168986633,0.0,0.0,0.0,0.0,0.574086363775,0.259264809447,4153757.23077,5050754.91939,10224300.0,61.0,43759083.0,7293180.5,4649781.64493,10239832.0,61.0,51214075.0,8535679.16667,4173986.94425,10239902.0,15564.0,0,224,224,0.129632404723,0.129632404723,0.0,31.0,2.06666666667,8.00416558216,64.0666666667,0,0,0,0,1,0,0,1.0,2.2142857142900003,4.42857142857,0.0,7,31,7,0,-1,269,1,15563.8,28.865203966,15602.0,15532.0,10224123.8,133.171693689,10224300.0,10223972.0,benign
443,53999064,7,7,31.0,0.0,31.0,0.0,4.42857142857,11.7168986633,0.0,0.0,0.0,0.0,0.574084024864,0.2592637531639999,4153774.15385,5037308.82866,10209341.0,60.0,43759328.0,7293221.333330001,4649731.86024,10239820.0,60.0,51228795.0,8538132.5,4167914.91882,10241033.0,30412.0,0,224,224,0.1296318765819999,0.1296318765819999,0.0,31.0,2.06666666667,8.00416558216,64.0666666667,0,0,0,0,1,0,0,1.0,2.2142857142900003,4.42857142857,0.0,7,31,7,0,-1,16919,1,30724.4,657.433114469,31899.0,30392.0,10208956.6,663.82625739,10209341.0,10207779.0,benign
50202,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166666.666667,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,32,83333.3333333,83333.3333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1,0,1,0,-1,16950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
443,115277148,19,19,1174.0,8439.0,517.0,0.0,61.7894736842,160.13625411799998,4940.0,0.0,444.157894737,1242.84039662,83.3903350905,0.329640355086,3115598.5945900003,4708054.45624,10240703.0,7.0,115269613.0,6403867.38889,4973187.83477,10247765.0,61.0,112583979.0,6254665.5,5129511.83404,10247981.0,16.0,0,608,624,0.164820177543,0.164820177543,0.0,4940.0,246.487179487,884.3170684,782016.677463,0,1,0,0,0,0,0,1.0,252.973684211,61.7894736842,444.157894737,19,1174,19,8439,-1,122,4,10131.6363636,9904.29473787,39992.0,7006.0,10224137.9091,29469.1288892,10240703.0,10135690.0,benign
443,101657910,8,6,152.0,136.0,39.0,0.0,19.0,20.354009784,35.0,0.0,22.6666666667,17.6257387552,2.83303089745,0.137716779737,7819839.230769999,18885398.0727,56630935.0,24.0,101657886.0,14522555.1429,24522237.361,56714999.0,320.0,101657883.0,20331576.6,27480296.1676,56672668.0,1086.0,1,256,192,0.0786953027068999,0.0590214770302,0.0,39.0,21.2666666667,18.1283781745,328.638095238,0,0,0,1,1,0,0,0.0,22.785714285700003,19.0,22.6666666667,8,152,6,136,-1,118,4,87123.0,3839.58982184,89838.0,84408.0,49909935.0,9504929.35271,56630935.0,43188935.0,benign
443,28843013,20,22,2284.0,4704.0,816.0,0.0,114.2,220.816093998,3507.0,0.0,213.818181818,746.296930333,242.277046438,1.45615855043,703488.1219510001,2235442.09066,10278796.0,7.0,28829206.0,1517326.6315799998,3136574.88343,10296983.0,72.0,28843013.0,1373476.80952,3015527.02136,10292679.0,7.0,0,640,720,0.6934088335359999,0.7627497168899999,0.0,3507.0,162.51162790700002,551.050484771,303656.636766,0,1,0,0,0,0,0,1.0,166.380952381,114.2,213.818181818,20,2284,22,4704,-1,257,12,64205.0,45942.46715909999,125314.0,13844.0,7143084.0,2315055.08688,10278796.0,5015651.0,benign
